EndNodes_1,EndNodes_2,Weight
1700045I19Rik,Neurl1a,1
1700045I19Rik,Pim2,1
1700045I19Rik,Sesn2,1
1700045I19Rik,Zcchc18,1
1700045I19Rik,Zfp941,1
1700049E15Rik,Ankrd1,1
1700049E15Rik,Erbb3,1
1700049E15Rik,Fgfr4,1
1700049E15Rik,Grhl2,1
1700049E15Rik,Nfe2l3,1
1700049E15Rik,Sall1,1
1700049E15Rik,Zfp750,1
1700054N08Rik,Cdk5r1,1
1700054N08Rik,Celf4,1
1700054N08Rik,Cnot6l,1
1700054N08Rik,Hdac6,1
1700054N08Rik,Jazf1,1
1700054N08Rik,Myef2,1
1700054N08Rik,Myt1,1
1700054N08Rik,Myt1l,1
1700054N08Rik,Neurod1,1
1700054N08Rik,Ptprn,1
1700054N08Rik,Rims2,1
1700054N08Rik,Zcchc18,1
1700056E22Rik,Apbb1,1
1700056E22Rik,Ctr9,1
1700081H22Rik,Nell1,1
1700081H22Rik,Satb1,1
1700081H22Rik,Scrt1,1
1700081H22Rik,Tat,1
1700086L19Rik,Elavl2,1
1700086L19Rik,Sfrp5,1
1700088E04Rik,Epb4.1l5,1
1700088E04Rik,Grb7,1
1700092M07Rik,Ins2,1
1700092M07Rik,Prkca,1
1700092M07Rik,Ret,1
1700092M07Rik,Vdr,1
1700101I11Rik,Med12l,1
1700102H20Rik,A430033K04Rik,1
1700102H20Rik,Rbm4,1
1700112E06Rik,Tgfb1i1,1
1700123O20Rik,Cdk4,1
1700123O20Rik,Fbxo4,1
1700123O20Rik,Psmc2,1
1700123O20Rik,Sqstm1,1
1810008A18Rik,Mapk6,1
1810008I18Rik,Hist2h3c1,1
1810008I18Rik,Six4,1
1810009A15Rik,Eapp,1
1810009A15Rik,Pnrc2,1
1810009A15Rik,Ppid,1
1810009A15Rik,Ppie,1
1810009A15Rik,Ruvbl1,1
1810012K16Rik,Ccnc,1
1810013D10Rik,Aarsd1,1
1810013D10Rik,Insig2,1
1810014F10Rik,Dach1,1
1810014F10Rik,Hsph1,1
1810014F10Rik,Mphosph8,1
1810014F10Rik,Xrcc5,1
1810014F10Rik,Zfp667,1
1810018F18Rik,Taf5l,-1
