locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
ENSMUSG00000004798,Ulk2,1,349,NE,Nonessential
ENSMUSG00000004814,Ccl24,1,349,NE,Nonessential
ENSMUSG00000004837,Grap,1,349,NE,Nonessential
ENSMUSG00000004842,Pou1f1,1,349,E,Essential
ENSMUSG00000004843,Chmp2b,1,349,NE,Nonessential
ENSMUSG00000004846,Plod3,1,349,E,Essential
ENSMUSG00000004864,Mapk13,1,349,NE,Nonessential
ENSMUSG00000004872,Pax3,1,349,E,Essential
ENSMUSG00000004880,Lbr,1,349,E,Essential
ENSMUSG00000004885,Crabp2,1,349,NE,Nonessential
ENSMUSG00000004891,Nes,1,349,E,Essential
ENSMUSG00000004892,Bcan,1,349,NE,Nonessential
ENSMUSG00000004894,Hapln2,1,349,NE,Nonessential
ENSMUSG00000004897,Hdgf,1,349,NE,Nonessential
ENSMUSG00000004931,Apba3,1,349,NE,Nonessential
ENSMUSG00000004933,Matk,1,349,NE,Nonessential
ENSMUSG00000004934,Pias4,1,349,E,Essential
ENSMUSG00000004936,Map2k1,1,349,E,Essential
ENSMUSG00000004939,Itgb1bp3,1,349,NE,Nonessential
ENSMUSG00000004948,Zp3,1,349,E,Essential
ENSMUSG00000004951,Hspb1,1,349,NE,Nonessential
ENSMUSG00000004952,Rasa4,1,349,NE,Nonessential
ENSMUSG00000004961,Syt5,1,349,E,Essential
ENSMUSG00000004988,Fxyd4,1,349,NE,Nonessential
ENSMUSG00000005034,Prkacb,1,349,NE,Nonessential
ENSMUSG00000005043,Sgsh,1,349,E,Essential
ENSMUSG00000005045,Chd5,1,349,E,Essential
ENSMUSG00000005054,Cstb,1,349,NE,Nonessential
ENSMUSG00000005057,Sh2b2,1,349,NE,Nonessential
ENSMUSG00000005069,Pex5,1,349,E,Essential
ENSMUSG00000005087,Cd44,1,349,NE,Nonessential
ENSMUSG00000005089,Slc1a2,1,349,E,Essential
ENSMUSG00000005102,Eif2ak4,1,349,E,Essential
ENSMUSG00000005103,Wdr1,1,349,E,Essential
ENSMUSG00000005107,Slc2a9,1,349,E,Essential
ENSMUSG00000005124,Wisp1,1,349,NE,Nonessential
ENSMUSG00000005125,Ndrg1,1,349,E,Essential
ENSMUSG00000005142,Man2b1,1,349,NE,Nonessential
ENSMUSG00000005148,Klf5,1,349,E,Essential
ENSMUSG00000005150,Wdr83,1,349,E,Essential
ENSMUSG00000005161,Prdx2,1,349,NE,Nonessential
ENSMUSG00000005198,Polr2a,1,349,E,Essential
ENSMUSG00000005220,Corin,1,349,NE,Nonessential
ENSMUSG00000005232,G6pc2,1,349,NE,Nonessential
ENSMUSG00000005251,Ripk4,1,349,E,Essential
ENSMUSG00000005262,Ufd1l,1,349,NE,Nonessential
ENSMUSG00000005267,Zfp287,1,349,NE,Nonessential
ENSMUSG00000005268,Prlr,1,349,E,Essential
ENSMUSG00000005320,Fgfr4,1,349,NE,Nonessential
ENSMUSG00000005338,Cadm3,1,349,NE,Nonessential
ENSMUSG00000005339,Fcer1a,1,349,NE,Nonessential
ENSMUSG00000005354,Txn2,1,349,E,Essential
ENSMUSG00000005355,Casp14,1,349,NE,Nonessential
ENSMUSG00000005357,Slc1a6,1,349,NE,Nonessential
ENSMUSG00000005360,Slc1a3,1,349,E,Essential
ENSMUSG00000005362,Crbn,1,349,NE,Nonessential
ENSMUSG00000005364,Il5ra,1,349,NE,Nonessential
ENSMUSG00000005370,Msh6,1,349,E,Essential
ENSMUSG00000005371,Fbxo11,1,349,E,Essential
ENSMUSG00000005373,Mlxipl,1,349,NE,Nonessential
ENSMUSG00000005397,Nid1,1,349,NE,Nonessential
ENSMUSG00000005410,Mcm5,1,349,E,Essential
ENSMUSG00000005413,Hmox1,1,349,E,Essential
ENSMUSG00000005442,Cic,1,349,E,Essential
ENSMUSG00000005447,Pafah1b3,1,349,NE,Nonessential
ENSMUSG00000005465,Il27ra,1,349,NE,Nonessential
ENSMUSG00000005469,Prkaca,1,349,E,Essential
ENSMUSG00000005483,Dnajb1,1,349,NE,Nonessential
ENSMUSG00000005493,Msh4,1,349,E,Essential
ENSMUSG00000005503,Evx1,1,349,E,Essential
ENSMUSG00000005506,Celf1,1,349,E,Essential
ENSMUSG00000005510,Ndufs3,1,349,E,Essential
ENSMUSG00000005514,Por,1,349,E,Essential
ENSMUSG00000005533,Igf1r,1,349,E,Essential
ENSMUSG00000005534,Insr,1,349,E,Essential
ENSMUSG00000005540,Fcer2a,1,349,NE,Nonessential
ENSMUSG00000005547,Cyp2a5,1,349,NE,Nonessential
ENSMUSG00000005553,Atp4a,1,349,NE,Nonessential
ENSMUSG00000005566,Trim28,1,349,E,Essential
ENSMUSG00000005575,Ube2m,1,349,E,Essential
ENSMUSG00000005580,Adcy9,1,349,E,Essential
ENSMUSG00000005583,Mef2c,1,349,E,Essential
ENSMUSG00000005609,Ctr9,1,349,E,Essential
ENSMUSG00000005610,Eif4g2,1,349,E,Essential
ENSMUSG00000005611,Mrvi1,1,349,E,Essential
ENSMUSG00000005615,Pcyt1a,1,349,E,Essential
ENSMUSG00000005625,Psmd4,1,349,E,Essential
ENSMUSG00000005640,Insrr,1,349,NE,Nonessential
ENSMUSG00000005667,Mthfd2,1,349,E,Essential
ENSMUSG00000005672,Kit,1,349,E,Essential
ENSMUSG00000005677,Nr1i3,1,349,NE,Nonessential
ENSMUSG00000005681,Apoa2,1,349,NE,Nonessential
ENSMUSG00000005682,Pan2,1,349,E,Essential
ENSMUSG00000005683,Cs,1,349,E,Essential
ENSMUSG00000005686,Ampd3,1,349,NE,Nonessential
ENSMUSG00000005696,Sh2d1a,1,349,NE,Nonessential
ENSMUSG00000005698,Ctcf,1,349,E,Essential
ENSMUSG00000005705,Agrp,1,349,NE,Nonessential
ENSMUSG00000005716,Pvalb,1,349,NE,Nonessential
ENSMUSG00000005718,Tcfap4,1,349,E,Essential
ENSMUSG00000005732,Ranbp1,1,349,E,Essential
ENSMUSG00000005763,Cd247,1,349,E,Essential
ENSMUSG00000005774,Rfx5,1,349,NE,Nonessential
ENSMUSG00000005800,Mmp8,1,349,NE,Nonessential
ENSMUSG00000005802,Slc30a4,1,349,E,Essential
ENSMUSG00000005804,Pldn,1,349,E,Essential
ENSMUSG00000005824,Tnfsf14,1,349,NE,Nonessential
ENSMUSG00000005836,Gata6,1,349,E,Essential
ENSMUSG00000005864,Cnga2,1,349,E,Essential
ENSMUSG00000005871,Apc,1,349,E,Essential
ENSMUSG00000005873,Reep5,1,349,NE,Nonessential
ENSMUSG00000005883,Spo11,1,349,E,Essential
ENSMUSG00000005886,Ncoa2,1,349,NE,Nonessential
ENSMUSG00000005891,Prl4a1,1,349,E,Essential
ENSMUSG00000005892,Trh,1,349,NE,Nonessential
ENSMUSG00000005893,Nr2c2,1,349,E,Essential
ENSMUSG00000005897,Nr2c1,1,349,NE,Nonessential
ENSMUSG00000005899,Smpd4,1,349,E,Essential
ENSMUSG00000005907,Pex1,1,349,E,Essential
ENSMUSG00000005917,Otx1,1,349,E,Essential
ENSMUSG00000005947,Itgae,1,349,NE,Nonessential
ENSMUSG00000005949,Ctns,1,349,NE,Nonessential
ENSMUSG00000005950,P2rx5,1,349,NE,Nonessential
ENSMUSG00000005952,Trpv1,1,349,NE,Nonessential
ENSMUSG00000005958,Ephb3,1,349,NE,Nonessential
ENSMUSG00000005968,Tuft1,1,349,NE,Nonessential
ENSMUSG00000005980,Dnase1,1,349,E,Essential
ENSMUSG00000005981,Trap1,1,349,NE,Nonessential
ENSMUSG00000005986,Ankrd13d,1,349,NE,Nonessential
ENSMUSG00000005994,Tyrp1,1,349,E,Essential
ENSMUSG00000006005,Tpr,1,349,E,Essential
ENSMUSG00000006007,Pdc,1,349,NE,Nonessential
ENSMUSG00000006014,Prg4,1,349,NE,Nonessential
ENSMUSG00000006021,Kptn,1,349,NE,Nonessential
ENSMUSG00000006024,Napa,1,349,E,Essential
ENSMUSG00000006050,Sra1,1,349,NE,Nonessential
ENSMUSG00000006058,Snf8,1,349,E,Essential
ENSMUSG00000006127,Inpp5k,1,349,E,Essential
ENSMUSG00000006134,Crkl,1,349,E,Essential
ENSMUSG00000006154,Eps8l1,1,349,NE,Nonessential
ENSMUSG00000006179,Prss16,1,349,NE,Nonessential
ENSMUSG00000006191,Cdkal1,1,349,NE,Nonessential
ENSMUSG00000006205,Htra1,1,349,NE,Nonessential
ENSMUSG00000006215,Zbtb17,1,349,E,Essential
ENSMUSG00000006219,Fblim1,1,349,NE,Nonessential
ENSMUSG00000006235,Epor,1,349,E,Essential
ENSMUSG00000006241,Ccdc159,1,349,E,Essential
ENSMUSG00000006262,Mobkl1a,1,349,NE,Nonessential
ENSMUSG00000006269,Atp6v1b1,1,349,NE,Nonessential
ENSMUSG00000006270,Vax1,1,349,E,Essential
ENSMUSG00000006273,Atp6v1b2,1,349,E,Essential
ENSMUSG00000006281,Tep1,1,349,NE,Nonessential
ENSMUSG00000006301,Tmbim1,1,349,NE,Nonessential
ENSMUSG00000006304,Arpc2,1,349,E,Essential
ENSMUSG00000006307,Wbp7,1,349,E,Essential
ENSMUSG00000006310,Zbtb32,1,349,NE,Nonessential
ENSMUSG00000006311,Etv2,1,349,E,Essential
ENSMUSG00000006344,Ggt5,1,349,NE,Nonessential
ENSMUSG00000006345,Ggt1,1,349,E,Essential
ENSMUSG00000006356,Crip2,1,349,NE,Nonessential
ENSMUSG00000006362,Cbfa2t3,1,349,NE,Nonessential
ENSMUSG00000006369,Fbln1,1,349,E,Essential
ENSMUSG00000006386,Tek,1,349,E,Essential
ENSMUSG00000006389,Mpl,1,349,NE,Nonessential
ENSMUSG00000006390,Elovl1,1,349,E,Essential
ENSMUSG00000006398,Cdc20,1,349,E,Essential
ENSMUSG00000006403,Adamts4,1,349,NE,Nonessential
ENSMUSG00000006412,Pfdn2,1,349,E,Essential
ENSMUSG00000006423,C330007P06Rik,1,349,NE,Nonessential
ENSMUSG00000006435,Neurl1a,1,349,E,Essential
ENSMUSG00000006445,Epha2,1,349,NE,Nonessential
ENSMUSG00000006457,Actn3,1,349,NE,Nonessential
ENSMUSG00000006463,Zdhhc24,1,349,NE,Nonessential
ENSMUSG00000006464,Bbs1,1,349,E,Essential
ENSMUSG00000006469,Slc34a3,1,349,NE,Nonessential
ENSMUSG00000006476,Nelf,1,349,NE,Nonessential
ENSMUSG00000006494,Pdk1,1,349,NE,Nonessential
ENSMUSG00000006498,Ptbp1,1,349,E,Essential
ENSMUSG00000006519,Cyba,1,349,NE,Nonessential
ENSMUSG00000006526,Tmem110,1,349,NE,Nonessential
ENSMUSG00000006538,Ihh,1,349,E,Essential
ENSMUSG00000006542,Prkag3,1,349,NE,Nonessential
ENSMUSG00000006546,Cryba2,1,349,NE,Nonessential
ENSMUSG00000006567,Atp7b,1,349,E,Essential
ENSMUSG00000006574,Slc4a1,1,349,E,Essential
ENSMUSG00000006576,Slc4a3,1,349,NE,Nonessential
ENSMUSG00000006585,Cdt1,1,349,NE,Nonessential
ENSMUSG00000006586,Runx1t1,1,349,E,Essential
ENSMUSG00000006587,Snai3,1,349,NE,Nonessential
ENSMUSG00000006589,Aprt,1,349,E,Essential
ENSMUSG00000006611,Hfe,1,349,NE,Nonessential
ENSMUSG00000006641,Slc5a6,1,349,E,Essential
ENSMUSG00000006649,Nphs1,1,349,E,Essential
ENSMUSG00000006651,Aplp1,1,349,NE,Nonessential
ENSMUSG00000006675,P4htm,1,349,NE,Nonessential
ENSMUSG00000006676,Usp19,1,349,NE,Nonessential
ENSMUSG00000006678,Pola1,1,349,NE,Nonessential
ENSMUSG00000006699,Cdc42,1,349,E,Essential
ENSMUSG00000006705,Pknox1,1,349,E,Essential
ENSMUSG00000006715,Gmnn,1,349,E,Essential
ENSMUSG00000006717,Acot13,1,349,NE,Nonessential
ENSMUSG00000006724,Cyp27b1,1,349,E,Essential
ENSMUSG00000006728,Cdk4,1,349,E,Essential
ENSMUSG00000006731,B4galnt1,1,349,E,Essential
ENSMUSG00000006740,Kif5b,1,349,E,Essential
ENSMUSG00000006764,Tph2,1,349,E,Essential
ENSMUSG00000006782,Cnp,1,349,E,Essential
ENSMUSG00000006800,Sulf2,1,349,E,Essential
ENSMUSG00000006818,Sod2,1,349,E,Essential
ENSMUSG00000006906,Stambp,1,349,E,Essential
ENSMUSG00000006920,Ezh1,1,349,E,Essential
ENSMUSG00000006930,Hap1,1,349,E,Essential
ENSMUSG00000006932,Ctnnb1,1,349,E,Essential
ENSMUSG00000006948,Klk4,1,349,E,Essential
ENSMUSG00000006958,Chrd,1,349,E,Essential
ENSMUSG00000007035,Msh5,1,349,E,Essential
ENSMUSG00000007038,Neu1,1,349,E,Essential
ENSMUSG00000007041,Clic1,1,349,NE,Nonessential
ENSMUSG00000007080,Pole,1,349,E,Essential
ENSMUSG00000007097,Atp1a2,1,349,E,Essential
ENSMUSG00000007107,Atp1a4,1,349,E,Essential
ENSMUSG00000007122,Casq1,1,349,NE,Nonessential
ENSMUSG00000007207,Stx1a,1,349,E,Essential
ENSMUSG00000007209,Ceacam9,1,349,NE,Nonessential
ENSMUSG00000007279,Scube2,1,349,NE,Nonessential
ENSMUSG00000007411,Mark3,1,349,E,Essential
ENSMUSG00000007458,M6pr,1,349,E,Essential
ENSMUSG00000007476,Lrrc8a,1,349,E,Essential
ENSMUSG00000007480,Mc5r,1,349,NE,Nonessential
ENSMUSG00000007564,Ppp2r1a,1,349,E,Essential
ENSMUSG00000007589,Tinf2,1,349,E,Essential
ENSMUSG00000007613,Tgfbr1,1,349,E,Essential
ENSMUSG00000007617,Homer1,1,349,NE,Nonessential
ENSMUSG00000007646,Rad51c,1,349,E,Essential
ENSMUSG00000007653,Gabrb2,1,349,NE,Nonessential
ENSMUSG00000007655,Cav1,1,349,E,Essential
ENSMUSG00000007659,Bcl2l1,1,349,E,Essential
ENSMUSG00000007670,Khsrp,1,349,NE,Nonessential
ENSMUSG00000007682,Dio2,1,349,NE,Nonessential
ENSMUSG00000007783,Cpt1c,1,349,NE,Nonessential
ENSMUSG00000007805,Twist2,1,349,E,Essential
ENSMUSG00000007815,Rhoa,1,349,NE,Nonessential
ENSMUSG00000007817,Zmiz1,1,349,E,Essential
ENSMUSG00000007827,Ankrd26,1,349,NE,Nonessential
ENSMUSG00000007833,Aldh16a1,1,349,NE,Nonessential
ENSMUSG00000007837,Prrg2,1,349,NE,Nonessential
ENSMUSG00000007872,Id3,1,349,NE,Nonessential
ENSMUSG00000007877,Tcap,1,349,NE,Nonessential
ENSMUSG00000007880,Arid1a,1,349,E,Essential
ENSMUSG00000007888,Crlf1,1,349,E,Essential
ENSMUSG00000007891,Ctsd,1,349,E,Essential
ENSMUSG00000007946,Phox2a,1,349,E,Essential
ENSMUSG00000007989,Fzd3,1,349,E,Essential
ENSMUSG00000008090,Fgfrl1,1,349,E,Essential
ENSMUSG00000008136,Fhl2,1,349,NE,Nonessential
ENSMUSG00000008140,2310044H10Rik,1,349,NE,Nonessential
ENSMUSG00000008153,Clstn3,1,349,NE,Nonessential
ENSMUSG00000008167,Fbxw9,1,349,E,Essential
ENSMUSG00000008193,Spib,1,349,NE,Nonessential
ENSMUSG00000008206,Lass4,1,349,NE,Nonessential
ENSMUSG00000008348,Ubc,1,349,E,Essential
ENSMUSG00000008373,Prpf31,1,349,E,Essential
ENSMUSG00000008384,Sertad1,1,349,NE,Nonessential
ENSMUSG00000008398,Elk3,1,349,E,Essential
ENSMUSG00000008435,Rdh13,1,349,NE,Nonessential
ENSMUSG00000008438,Adam21,1,349,NE,Nonessential
ENSMUSG00000008450,Nutf2,1,349,E,Essential
ENSMUSG00000008461,Fut1,1,349,NE,Nonessential
ENSMUSG00000008496,Pou2f2,1,349,E,Essential
ENSMUSG00000008575,Nfib,1,349,E,Essential
ENSMUSG00000008590,Htr3b,1,349,NE,Nonessential
ENSMUSG00000008601,Rab25,1,349,NE,Nonessential
ENSMUSG00000008668,Rps18,1,349,NE,Nonessential
ENSMUSG00000008690,Ncaph2,1,349,E,Essential
ENSMUSG00000008730,Hipk1,1,349,NE,Nonessential
ENSMUSG00000008734,Gprc5b,1,349,E,Essential
ENSMUSG00000008763,Man1a2,1,349,E,Essential
ENSMUSG00000008843,Cldn13,1,349,NE,Nonessential
ENSMUSG00000008855,Hdac5,1,349,NE,Nonessential
ENSMUSG00000008859,Rala,1,349,E,Essential
ENSMUSG00000008892,Vdac3,1,349,E,Essential
ENSMUSG00000008932,Slc1a7,1,349,NE,Nonessential
ENSMUSG00000008958,Vps72,1,349,E,Essential
ENSMUSG00000008976,Gabpa,1,349,E,Essential
ENSMUSG00000008999,Bmp7,1,349,E,Essential
ENSMUSG00000009013,Dynll1,1,349,E,Essential
ENSMUSG00000009035,Tmem184b,1,349,E,Essential
ENSMUSG00000009073,Nf2,1,349,E,Essential
ENSMUSG00000009079,Ewsr1,1,349,E,Essential
ENSMUSG00000009090,Ap1b1,1,349,NE,Nonessential
ENSMUSG00000009092,Derl3,1,349,NE,Nonessential
ENSMUSG00000009097,Tbx1,1,349,E,Essential
ENSMUSG00000009108,Gnat2,1,349,NE,Nonessential
ENSMUSG00000009207,Lnp,1,349,E,Essential
ENSMUSG00000009214,Tmem8c,1,349,E,Essential
ENSMUSG00000009246,Trpm5,1,349,NE,Nonessential
ENSMUSG00000009248,Ascl2,1,349,E,Essential
ENSMUSG00000009281,Rarres2,1,349,NE,Nonessential
ENSMUSG00000009292,Trpm2,1,349,NE,Nonessential
ENSMUSG00000009350,Mpo,1,349,NE,Nonessential
ENSMUSG00000009376,Met,1,349,E,Essential
ENSMUSG00000009394,Syn2,1,349,NE,Nonessential
ENSMUSG00000009406,Elk1,1,349,E,Essential
ENSMUSG00000009471,Myod1,1,349,NE,Nonessential
ENSMUSG00000009487,Otog,1,349,NE,Nonessential
ENSMUSG00000009535,Rnmt,1,349,E,Essential
ENSMUSG00000009545,Kcnq1,1,349,NE,Nonessential
ENSMUSG00000009555,Cdk9,1,349,E,Essential
ENSMUSG00000009566,Fpgs,1,349,NE,Nonessential
ENSMUSG00000009569,Mkl2,1,349,E,Essential
ENSMUSG00000009575,Cbx5,1,349,E,Essential
ENSMUSG00000009585,Apobec3,1,349,NE,Nonessential
ENSMUSG00000009596,Taf7l,1,349,NE,Nonessential
ENSMUSG00000009621,Vav2,1,349,NE,Nonessential
ENSMUSG00000009628,Tex15,1,349,E,Essential
ENSMUSG00000009630,Ppp2cb,1,349,NE,Nonessential
ENSMUSG00000009633,G0s2,1,349,NE,Nonessential
ENSMUSG00000009640,Dmap1,1,349,E,Essential
ENSMUSG00000009646,Pla2g12b,1,349,NE,Nonessential
ENSMUSG00000009647,Ccdc109a,1,349,E,Essential
ENSMUSG00000009654,Oit3,1,349,NE,Nonessential
ENSMUSG00000009670,Tex11,1,349,NE,Nonessential
ENSMUSG00000009681,Bcr,1,349,NE,Nonessential
ENSMUSG00000009733,Tcfcp2,1,349,NE,Nonessential
ENSMUSG00000009734,Pou6f2,1,349,NE,Nonessential
ENSMUSG00000009741,Ubp1,1,349,E,Essential
ENSMUSG00000009772,Nuak2,1,349,E,Essential
ENSMUSG00000009828,Ick,1,349,E,Essential
ENSMUSG00000009863,Sdhb,1,349,E,Essential
ENSMUSG00000009876,Cox4i2,1,349,NE,Nonessential
ENSMUSG00000009894,Snap47,1,349,NE,Nonessential
ENSMUSG00000009900,Wnt3a,1,349,E,Essential
ENSMUSG00000009941,Nxf2,1,349,E,Essential
ENSMUSG00000010021,Kif19a,1,349,E,Essential
ENSMUSG00000010025,Aldh3a2,1,349,NE,Nonessential
ENSMUSG00000010047,Hyal2,1,349,E,Essential
ENSMUSG00000010051,Hyal1,1,349,NE,Nonessential
ENSMUSG00000010054,Tusc2,1,349,E,Essential
ENSMUSG00000010066,Cacna2d2,1,349,E,Essential
ENSMUSG00000010067,Rassf1,1,349,E,Essential
ENSMUSG00000010080,Epn3,1,349,NE,Nonessential
ENSMUSG00000010095,Slc3a2,1,349,E,Essential
ENSMUSG00000010122,Slc47a1,1,349,NE,Nonessential
ENSMUSG00000010136,1700027A23Rik,1,349,E,Essential
ENSMUSG00000010142,Tnfrsf13b,1,349,E,Essential
ENSMUSG00000010175,Prox1,1,349,E,Essential
ENSMUSG00000010205,Raver1,1,349,NE,Nonessential
ENSMUSG00000010311,Optc,1,349,NE,Nonessential
ENSMUSG00000010342,Tex14,1,349,E,Essential
ENSMUSG00000010461,Eya4,1,349,E,Essential
ENSMUSG00000010476,Ebf3,1,349,E,Essential
ENSMUSG00000010505,Myt1,1,349,E,Essential
ENSMUSG00000010517,Faf1,1,349,E,Essential
ENSMUSG00000010554,Mett10d,1,349,E,Essential
ENSMUSG00000010592,Dazl,1,349,E,Essential
ENSMUSG00000010609,Psen2,1,349,NE,Nonessential
ENSMUSG00000010651,Acaa1b,1,349,NE,Nonessential
ENSMUSG00000010660,Plcd1,1,349,NE,Nonessential
ENSMUSG00000010663,Fads1,1,349,E,Essential
ENSMUSG00000010721,Lmbr1,1,349,NE,Nonessential
ENSMUSG00000010760,Phlda2,1,349,NE,Nonessential
ENSMUSG00000010796,Asz1,1,349,E,Essential
ENSMUSG00000010797,Wnt2,1,349,E,Essential
ENSMUSG00000010803,Gabra1,1,349,E,Essential
ENSMUSG00000010825,Grid2ip,1,349,NE,Nonessential
ENSMUSG00000010911,Apip,1,349,NE,Nonessential
ENSMUSG00000010936,Vac14,1,349,E,Essential
ENSMUSG00000011034,Slc5a1,1,349,E,Essential
ENSMUSG00000011096,Akt1s1,1,349,NE,Nonessential
ENSMUSG00000011114,Tbrg1,1,349,NE,Nonessential
ENSMUSG00000011118,Panx3,1,349,NE,Nonessential
ENSMUSG00000011171,Vipr2,1,349,NE,Nonessential
ENSMUSG00000011179,Odc1,1,349,E,Essential
ENSMUSG00000011256,Adam19,1,349,E,Essential
ENSMUSG00000011257,Pabpc4,1,349,NE,Nonessential
ENSMUSG00000011263,Exoc3l2,1,349,E,Essential
ENSMUSG00000011305,Plin5,1,349,NE,Nonessential
ENSMUSG00000011349,Dmrtc2,1,349,E,Essential
ENSMUSG00000011463,Cpb1,1,349,NE,Nonessential
ENSMUSG00000011658,Fuz,1,349,E,Essential
ENSMUSG00000011751,Spnb4,1,349,E,Essential
ENSMUSG00000011831,Evi5,1,349,NE,Nonessential
ENSMUSG00000011877,Git1,1,349,E,Essential
ENSMUSG00000011958,Bnip2,1,349,NE,Nonessential
ENSMUSG00000012017,Scarf2,1,349,NE,Nonessential
ENSMUSG00000012282,Wnt8a,1,349,NE,Nonessential
ENSMUSG00000012396,Nanog,1,349,E,Essential
ENSMUSG00000012422,Tmem167,1,349,NE,Nonessential
ENSMUSG00000012428,Steap4,1,349,NE,Nonessential
ENSMUSG00000012429,2810021B07Rik,1,349,NE,Nonessential
ENSMUSG00000012443,Kif11,1,349,E,Essential
ENSMUSG00000012519,Mlkl,1,349,NE,Nonessential
ENSMUSG00000012520,Phox2b,1,349,E,Essential
ENSMUSG00000012535,Tnpo3,1,349,E,Essential
ENSMUSG00000012609,Ttll5,1,349,NE,Nonessential
ENSMUSG00000012640,Zfp715,1,349,NE,Nonessential
ENSMUSG00000012705,Retn,1,349,NE,Nonessential
ENSMUSG00000012819,Cdh23,1,349,NE,Nonessential
ENSMUSG00000013033,Lphn1,1,349,NE,Nonessential
ENSMUSG00000013076,Amotl1,1,349,NE,Nonessential
ENSMUSG00000013089,Etv5,1,349,E,Essential
ENSMUSG00000013091,Tmem190,1,349,NE,Nonessential
ENSMUSG00000013160,Atp6v0d1,1,349,NE,Nonessential
ENSMUSG00000013236,Ptprs,1,349,E,Essential
ENSMUSG00000013415,Igf2bp1,1,349,E,Essential
ENSMUSG00000013418,B4galnt2,1,349,NE,Nonessential
ENSMUSG00000013465,Cobra1,1,349,E,Essential
ENSMUSG00000013584,Aldh1a2,1,349,E,Essential
ENSMUSG00000013622,0610007C21Rik,1,349,NE,Nonessential
ENSMUSG00000013662,Atad1,1,349,E,Essential
ENSMUSG00000013663,Pten,1,349,E,Essential
ENSMUSG00000013668,4933402N03Rik,1,349,NE,Nonessential
ENSMUSG00000013698,Pea15a,1,349,NE,Nonessential
ENSMUSG00000013701,Timm23,1,349,E,Essential
ENSMUSG00000013707,Tnfaip8l2,1,349,NE,Nonessential
ENSMUSG00000013787,Ehmt2,1,349,E,Essential
ENSMUSG00000013822,Elof1,1,349,E,Essential
ENSMUSG00000013833,Med16,1,349,E,Essential
ENSMUSG00000013846,St3gal1,1,349,NE,Nonessential
ENSMUSG00000013858,ORF61,1,349,NE,Nonessential
ENSMUSG00000013921,Clip3,1,349,E,Essential
ENSMUSG00000013936,Myl2,1,349,E,Essential
ENSMUSG00000013973,Dedd,1,349,NE,Nonessential
ENSMUSG00000013997,Nit1,1,349,NE,Nonessential
ENSMUSG00000014030,Pax5,1,349,E,Essential
ENSMUSG00000014074,Rnf168,1,349,NE,Nonessential
ENSMUSG00000014075,Tctex1d2,1,349,E,Essential
ENSMUSG00000014077,1500003O03Rik,1,349,NE,Nonessential
ENSMUSG00000014158,Trpv4,1,349,NE,Nonessential
ENSMUSG00000014164,Klhl3,1,349,NE,Nonessential
ENSMUSG00000014195,Dnajc7,1,349,NE,Nonessential
ENSMUSG00000014226,Cacybp,1,349,NE,Nonessential
ENSMUSG00000014232,Cluap1,1,349,E,Essential
ENSMUSG00000014245,Pigl,1,349,E,Essential
ENSMUSG00000014301,Pam16,1,349,E,Essential
ENSMUSG00000014303,Glis2,1,349,E,Essential
ENSMUSG00000014329,Bicc1,1,349,E,Essential
ENSMUSG00000014351,Gip,1,349,NE,Nonessential
ENSMUSG00000014361,Mertk,1,349,NE,Nonessential
ENSMUSG00000014402,Tsg101,1,349,E,Essential
ENSMUSG00000014418,Hps5,1,349,NE,Nonessential
ENSMUSG00000014426,Map3k4,1,349,E,Essential
ENSMUSG00000014444,Fam38a,1,349,E,Essential
ENSMUSG00000014453,Blk,1,349,NE,Nonessential
ENSMUSG00000014503,Pkd2l2,1,349,NE,Nonessential
ENSMUSG00000014529,4930511M11Rik,1,349,E,Essential
ENSMUSG00000014542,Clec4f,1,349,NE,Nonessential
ENSMUSG00000014543,Klra17,1,349,NE,Nonessential
ENSMUSG00000014550,Zfyve20,1,349,E,Essential
ENSMUSG00000014551,Mrps25,1,349,E,Essential
ENSMUSG00000014592,Camta1,1,349,E,Essential
ENSMUSG00000014599,Csf1,1,349,E,Essential
ENSMUSG00000014602,Kif1a,1,349,E,Essential
ENSMUSG00000014603,Alx3,1,349,E,Essential
ENSMUSG00000014609,Chrne,1,349,E,Essential
ENSMUSG00000014668,Chfr,1,349,E,Essential
ENSMUSG00000014686,Ceacam16,1,349,NE,Nonessential
ENSMUSG00000014704,Hoxa2,1,349,E,Essential
ENSMUSG00000014747,Ankrd53,1,349,NE,Nonessential
ENSMUSG00000014767,Tbp,1,349,E,Essential
ENSMUSG00000014771,Pdcd2,1,349,E,Essential
ENSMUSG00000014773,Dll1,1,349,E,Essential
ENSMUSG00000014776,Nol3,1,349,NE,Nonessential
ENSMUSG00000014813,Stc1,1,349,NE,Nonessential
ENSMUSG00000014850,Msh3,1,349,NE,Nonessential
ENSMUSG00000014852,Adamts13,1,349,E,Essential
ENSMUSG00000014859,E2f4,1,349,E,Essential
ENSMUSG00000014905,Dnajb9,1,349,E,Essential
ENSMUSG00000014932,Yes1,1,349,NE,Nonessential
ENSMUSG00000014956,Ppp1cb,1,349,E,Essential
ENSMUSG00000015001,Oc90,1,349,NE,Nonessential
ENSMUSG00000015027,Galns,1,349,NE,Nonessential
ENSMUSG00000015053,Gata2,1,349,E,Essential
ENSMUSG00000015085,Entpd2,1,349,NE,Nonessential
ENSMUSG00000015090,Ptgds,1,349,NE,Nonessential
