locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
ENSMUSG00000020911,Krt19,1,349,E,Essential
ENSMUSG00000020912,Krt12,1,349,NE,Nonessential
ENSMUSG00000020917,Acly,1,349,E,Essential
ENSMUSG00000020918,Kat2a,1,349,E,Essential
ENSMUSG00000020919,Stat5b,1,349,NE,Nonessential
ENSMUSG00000020923,Ubtf,1,349,E,Essential
ENSMUSG00000020926,Adam11,1,349,NE,Nonessential
ENSMUSG00000020929,Eftud2,1,349,E,Essential
ENSMUSG00000020932,Gfap,1,349,NE,Nonessential
ENSMUSG00000020936,Nmt1,1,349,E,Essential
ENSMUSG00000020941,Map3k14,1,349,E,Essential
ENSMUSG00000020946,Gosr2,1,349,E,Essential
ENSMUSG00000020950,3110039M20Rik,1,349,E,Essential
ENSMUSG00000020953,Coch,1,349,NE,Nonessential
ENSMUSG00000020954,Strn3,1,349,E,Essential
ENSMUSG00000020961,Ston2,1,349,NE,Nonessential
ENSMUSG00000020962,Gtf2a1,1,349,E,Essential
ENSMUSG00000020963,Tshr,1,349,E,Essential
ENSMUSG00000020964,Sel1l,1,349,E,Essential
ENSMUSG00000020973,1110034A24Rik,1,349,E,Essential
ENSMUSG00000020978,Klhdc2,1,349,E,Essential
ENSMUSG00000020982,Sdccag1,1,349,E,Essential
ENSMUSG00000020986,Sec23a,1,349,E,Essential
ENSMUSG00000020988,L2hgdh,1,349,NE,Nonessential
ENSMUSG00000020994,Pnn,1,349,E,Essential
ENSMUSG00000021003,Galc,1,349,E,Essential
ENSMUSG00000021007,Spata7,1,349,NE,Nonessential
ENSMUSG00000021010,Npas3,1,349,E,Essential
ENSMUSG00000021013,Ttc8,1,349,E,Essential
ENSMUSG00000021018,Polr2h,1,349,E,Essential
ENSMUSG00000021025,Nfkbia,1,349,E,Essential
ENSMUSG00000021032,Ngb,1,349,NE,Nonessential
ENSMUSG00000021033,Gstz1,1,349,E,Essential
ENSMUSG00000021036,Sptlc2,1,349,E,Essential
ENSMUSG00000021040,1810035L17Rik,1,349,E,Essential
ENSMUSG00000021047,Nova1,1,349,E,Essential
ENSMUSG00000021048,Mthfd1,1,349,E,Essential
ENSMUSG00000021054,Sgpp1,1,349,E,Essential
ENSMUSG00000021055,Esr2,1,349,E,Essential
ENSMUSG00000021057,Akap5,1,349,NE,Nonessential
ENSMUSG00000021061,Spnb1,1,349,E,Essential
ENSMUSG00000021062,Rab15,1,349,NE,Nonessential
ENSMUSG00000021065,Fut8,1,349,E,Essential
ENSMUSG00000021066,Atl1,1,349,NE,Nonessential
ENSMUSG00000021067,Sav1,1,349,E,Essential
ENSMUSG00000021070,Bdkrb2,1,349,E,Essential
ENSMUSG00000021071,Trim9,1,349,NE,Nonessential
ENSMUSG00000021078,Tomm20l,1,349,NE,Nonessential
ENSMUSG00000021095,Gsc,1,349,E,Essential
ENSMUSG00000021096,Ppm1a,1,349,NE,Nonessential
ENSMUSG00000021097,Clmn,1,349,NE,Nonessential
ENSMUSG00000021099,Six6,1,349,NE,Nonessential
ENSMUSG00000021103,Mnat1,1,349,E,Essential
ENSMUSG00000021108,Prkch,1,349,E,Essential
ENSMUSG00000021109,Hif1a,1,349,E,Essential
ENSMUSG00000021112,Mpp5,1,349,NE,Nonessential
ENSMUSG00000021114,Atp6v1d,1,349,E,Essential
ENSMUSG00000021115,Vrk1,1,349,E,Essential
ENSMUSG00000021116,Eif2s1,1,349,E,Essential
ENSMUSG00000021120,Pigh,1,349,E,Essential
ENSMUSG00000021123,Rdh12,1,349,NE,Nonessential
ENSMUSG00000021124,Vti1b,1,349,E,Essential
ENSMUSG00000021125,Arg2,1,349,NE,Nonessential
ENSMUSG00000021127,Zfp36l1,1,349,E,Essential
ENSMUSG00000021133,4933426M11Rik,1,349,NE,Nonessential
ENSMUSG00000021136,Smoc1,1,349,E,Essential
ENSMUSG00000021143,Pacs2,1,349,NE,Nonessential
ENSMUSG00000021144,Mta1,1,349,NE,Nonessential
ENSMUSG00000021147,Wdr37,1,349,NE,Nonessential
ENSMUSG00000021171,Esyt2,1,349,NE,Nonessential
ENSMUSG00000021177,Tdp1,1,349,NE,Nonessential
ENSMUSG00000021178,Psmc1,1,349,E,Essential
ENSMUSG00000021179,BC002230,1,349,E,Essential
ENSMUSG00000021180,Rps6ka5,1,349,NE,Nonessential
ENSMUSG00000021186,Fbln5,1,349,NE,Nonessential
ENSMUSG00000021188,Trip11,1,349,E,Essential
ENSMUSG00000021189,Atxn3,1,349,NE,Nonessential
ENSMUSG00000021190,Lgmn,1,349,NE,Nonessential
ENSMUSG00000021193,Pitrm1,1,349,E,Essential
ENSMUSG00000021194,Chga,1,349,E,Essential
ENSMUSG00000021198,Unc79,1,349,E,Essential
ENSMUSG00000021203,Otub2,1,349,NE,Nonessential
ENSMUSG00000021211,Akr1c12,1,349,NE,Nonessential
ENSMUSG00000021214,Akr1c18,1,349,NE,Nonessential
ENSMUSG00000021215,Net1,1,349,NE,Nonessential
ENSMUSG00000021217,Tshz3,1,349,E,Essential
ENSMUSG00000021218,Gdi2,1,349,E,Essential
ENSMUSG00000021219,Rgs6,1,349,NE,Nonessential
ENSMUSG00000021221,Dpf3,1,349,NE,Nonessential
ENSMUSG00000021224,Numb,1,349,E,Essential
ENSMUSG00000021235,Coq6,1,349,E,Essential
ENSMUSG00000021236,Entpd5,1,349,E,Essential
ENSMUSG00000021239,Vsx2,1,349,E,Essential
ENSMUSG00000021240,Abcd4,1,349,NE,Nonessential
ENSMUSG00000021242,Npc2,1,349,E,Essential
ENSMUSG00000021245,Mlh3,1,349,E,Essential
ENSMUSG00000021248,Tmed10,1,349,E,Essential
ENSMUSG00000021250,Fos,1,349,E,Essential
ENSMUSG00000021253,Tgfb3,1,349,E,Essential
ENSMUSG00000021255,Esrrb,1,349,E,Essential
ENSMUSG00000021256,Vash1,1,349,NE,Nonessential
ENSMUSG00000021258,Ccnk,1,349,E,Essential
ENSMUSG00000021259,Cyp46a1,1,349,NE,Nonessential
ENSMUSG00000021260,Hhipl1,1,349,NE,Nonessential
ENSMUSG00000021262,Evl,1,349,NE,Nonessential
ENSMUSG00000021264,Yy1,1,349,E,Essential
ENSMUSG00000021266,Wars,1,349,E,Essential
ENSMUSG00000021268,Meg3,1,349,E,Essential
ENSMUSG00000021270,Hsp90aa1,1,349,E,Essential
ENSMUSG00000021273,Fdft1,1,349,E,Essential
ENSMUSG00000021276,Cinp,1,349,E,Essential
ENSMUSG00000021277,Traf3,1,349,E,Essential
ENSMUSG00000021278,Amn,1,349,E,Essential
ENSMUSG00000021285,Ppp1r13b,1,349,NE,Nonessential
ENSMUSG00000021287,Xrcc3,1,349,E,Essential
ENSMUSG00000021288,Klc1,1,349,NE,Nonessential
ENSMUSG00000021294,Kif26a,1,349,E,Essential
ENSMUSG00000021298,Gpr132,1,349,NE,Nonessential
ENSMUSG00000021302,Ggps1,1,349,E,Essential
ENSMUSG00000021311,Mtr,1,349,E,Essential
ENSMUSG00000021313,Ryr2,1,349,E,Essential
ENSMUSG00000021314,Amph,1,349,E,Essential
ENSMUSG00000021318,Gli3,1,349,E,Essential
ENSMUSG00000021319,Sfrp4,1,349,NE,Nonessential
ENSMUSG00000021322,Aoah,1,349,NE,Nonessential
ENSMUSG00000021326,Trim27,1,349,NE,Nonessential
ENSMUSG00000021340,Gpld1,1,349,NE,Nonessential
ENSMUSG00000021342,Prl,1,349,E,Essential
ENSMUSG00000021356,Irf4,1,349,NE,Nonessential
ENSMUSG00000021359,Tcfap2a,1,349,E,Essential
ENSMUSG00000021360,Gcnt2,1,349,NE,Nonessential
ENSMUSG00000021361,Tmem14c,1,349,E,Essential
ENSMUSG00000021362,Gcm2,1,349,E,Essential
ENSMUSG00000021363,Mak,1,349,NE,Nonessential
ENSMUSG00000021364,Elovl2,1,349,E,Essential
ENSMUSG00000021365,Nedd9,1,349,NE,Nonessential
ENSMUSG00000021367,Edn1,1,349,E,Essential
ENSMUSG00000021373,Cap2,1,349,E,Essential
ENSMUSG00000021375,Kif13a,1,349,NE,Nonessential
ENSMUSG00000021376,Tpmt,1,349,NE,Nonessential
ENSMUSG00000021377,Dek,1,349,NE,Nonessential
ENSMUSG00000021379,Id4,1,349,E,Essential
ENSMUSG00000021381,Barx1,1,349,E,Essential
ENSMUSG00000021385,Ippk,1,349,E,Essential
ENSMUSG00000021388,Aspn,1,349,NE,Nonessential
ENSMUSG00000021390,Ogn,1,349,NE,Nonessential
ENSMUSG00000021392,Nol8,1,349,E,Essential
ENSMUSG00000021395,Spin1,1,349,E,Essential
ENSMUSG00000021396,Nxnl2,1,349,NE,Nonessential
ENSMUSG00000021408,Ripk1,1,349,E,Essential
ENSMUSG00000021423,Ly86,1,349,NE,Nonessential
ENSMUSG00000021427,Ssr1,1,349,E,Essential
ENSMUSG00000021441,Cts6,1,349,NE,Nonessential
ENSMUSG00000021451,Sema4d,1,349,NE,Nonessential
ENSMUSG00000021453,Gadd45g,1,349,E,Essential
ENSMUSG00000021456,Fbp2,1,349,E,Essential
ENSMUSG00000021457,Sykb,1,349,E,Essential
ENSMUSG00000021458,2010111I01Rik,1,349,NE,Nonessential
ENSMUSG00000021461,Fancc,1,349,E,Essential
ENSMUSG00000021464,Ror2,1,349,E,Essential
ENSMUSG00000021466,Ptch1,1,349,E,Essential
ENSMUSG00000021468,Sptlc1,1,349,E,Essential
ENSMUSG00000021469,Msx2,1,349,NE,Nonessential
ENSMUSG00000021477,Ctsl,1,349,E,Essential
ENSMUSG00000021478,Drd1a,1,349,E,Essential
ENSMUSG00000021481,Zfp346,1,349,E,Essential
ENSMUSG00000021485,Mxd3,1,349,NE,Nonessential
ENSMUSG00000021488,Nsd1,1,349,E,Essential
ENSMUSG00000021490,Slc34a1,1,349,E,Essential
ENSMUSG00000021492,F12,1,349,NE,Nonessential
ENSMUSG00000021493,Pdlim7,1,349,E,Essential
ENSMUSG00000021494,Ddx41,1,349,E,Essential
ENSMUSG00000021499,Catsper3,1,349,E,Essential
ENSMUSG00000021501,Caml,1,349,E,Essential
ENSMUSG00000021506,Pitx1,1,349,E,Essential
ENSMUSG00000021508,Cxcl14,1,349,E,Essential
ENSMUSG00000021518,Ptdss1,1,349,NE,Nonessential
ENSMUSG00000021519,Mterfd1,1,349,E,Essential
ENSMUSG00000021520,Uqcrb,1,349,E,Essential
ENSMUSG00000021538,Il9,1,349,NE,Nonessential
ENSMUSG00000021539,Lect2,1,349,NE,Nonessential
ENSMUSG00000021540,Smad5,1,349,E,Essential
ENSMUSG00000021541,Trpc7,1,349,NE,Nonessential
ENSMUSG00000021549,Rasa1,1,349,E,Essential
ENSMUSG00000021556,Golm1,1,349,E,Essential
ENSMUSG00000021557,Agtpbp1,1,349,E,Essential
ENSMUSG00000021559,Dapk1,1,349,NE,Nonessential
ENSMUSG00000021565,Slc6a19,1,349,NE,Nonessential
ENSMUSG00000021567,Nkd2,1,349,NE,Nonessential
ENSMUSG00000021569,Trip13,1,349,E,Essential
ENSMUSG00000021573,Tppp,1,349,NE,Nonessential
ENSMUSG00000021575,Ahrr,1,349,NE,Nonessential
ENSMUSG00000021576,Pdcd6,1,349,NE,Nonessential
ENSMUSG00000021577,Sdha,1,349,E,Essential
ENSMUSG00000021583,Erap1,1,349,NE,Nonessential
ENSMUSG00000021585,Cast,1,349,NE,Nonessential
ENSMUSG00000021587,Pcsk1,1,349,E,Essential
ENSMUSG00000021589,Rhobtb3,1,349,E,Essential
ENSMUSG00000021591,Glrx,1,349,NE,Nonessential
ENSMUSG00000021594,Srd5a1,1,349,NE,Nonessential
ENSMUSG00000021595,Nsun2,1,349,E,Essential
ENSMUSG00000021597,Ankrd32,1,349,NE,Nonessential
ENSMUSG00000021604,Irx4,1,349,NE,Nonessential
ENSMUSG00000021606,Ndufs6,1,349,E,Essential
ENSMUSG00000021608,Lpcat1,1,349,E,Essential
ENSMUSG00000021609,Slc6a3,1,349,E,Essential
ENSMUSG00000021611,Tert,1,349,E,Essential
ENSMUSG00000021612,Slc6a18,1,349,NE,Nonessential
ENSMUSG00000021613,Hapln1,1,349,E,Essential
ENSMUSG00000021614,Vcan,1,349,E,Essential
ENSMUSG00000021615,Xrcc4,1,349,E,Essential
ENSMUSG00000021622,Ckmt2,1,349,NE,Nonessential
ENSMUSG00000021624,Cd180,1,349,NE,Nonessential
ENSMUSG00000021629,Slc30a5,1,349,E,Essential
ENSMUSG00000021635,Rad17,1,349,E,Essential
ENSMUSG00000021636,Marveld2,1,349,NE,Nonessential
ENSMUSG00000021638,Ocln,1,349,E,Essential
ENSMUSG00000021639,Gtf2h2,1,349,E,Essential
ENSMUSG00000021640,Naip1,1,349,NE,Nonessential
ENSMUSG00000021643,Serf1,1,349,NE,Nonessential
ENSMUSG00000021645,Smn1,1,349,E,Essential
ENSMUSG00000021647,Cartpt,1,349,NE,Nonessential
ENSMUSG00000021650,Ptcd2,1,349,NE,Nonessential
ENSMUSG00000021660,Btf3,1,349,E,Essential
ENSMUSG00000021662,Rgnef,1,349,NE,Nonessential
ENSMUSG00000021665,Hexb,1,349,E,Essential
ENSMUSG00000021668,Polk,1,349,NE,Nonessential
ENSMUSG00000021669,Col4a3bp,1,349,E,Essential
ENSMUSG00000021670,Hmgcr,1,349,E,Essential
ENSMUSG00000021675,F2rl2,1,349,NE,Nonessential
ENSMUSG00000021676,Iqgap2,1,349,E,Essential
ENSMUSG00000021678,F2rl1,1,349,E,Essential
ENSMUSG00000021680,Crhbp,1,349,NE,Nonessential
ENSMUSG00000021684,Pde8b,1,349,NE,Nonessential
ENSMUSG00000021685,Otp,1,349,E,Essential
ENSMUSG00000021686,Ap3b1,1,349,E,Essential
ENSMUSG00000021687,Scamp1,1,349,NE,Nonessential
ENSMUSG00000021693,Kif2a,1,349,E,Essential
ENSMUSG00000021694,Ercc8,1,349,NE,Nonessential
ENSMUSG00000021699,Pde4d,1,349,E,Essential
ENSMUSG00000021701,Plk2,1,349,E,Essential
ENSMUSG00000021702,Thbs4,1,349,NE,Nonessential
ENSMUSG00000021707,Dhfr,1,349,E,Essential
ENSMUSG00000021708,Rasgrf2,1,349,NE,Nonessential
ENSMUSG00000021709,Erbb2ip,1,349,NE,Nonessential
ENSMUSG00000021710,Nln,1,349,NE,Nonessential
ENSMUSG00000021715,Cwc27,1,349,E,Essential
ENSMUSG00000021719,Rgs7bp,1,349,NE,Nonessential
ENSMUSG00000021721,Htr1a,1,349,NE,Nonessential
ENSMUSG00000021725,Parp8,1,349,NE,Nonessential
ENSMUSG00000021728,Emb,1,349,E,Essential
ENSMUSG00000021730,Hcn1,1,349,NE,Nonessential
ENSMUSG00000021732,Fgf10,1,349,E,Essential
ENSMUSG00000021733,Slc4a7,1,349,E,Essential
ENSMUSG00000021738,Atxn7,1,349,E,Essential
ENSMUSG00000021743,Fezf2,1,349,E,Essential
ENSMUSG00000021745,Ptprg,1,349,NE,Nonessential
ENSMUSG00000021749,Oit1,1,349,NE,Nonessential
ENSMUSG00000021751,Acox2,1,349,NE,Nonessential
ENSMUSG00000021754,Map3k1,1,349,E,Essential
ENSMUSG00000021756,Il6st,1,349,E,Essential
ENSMUSG00000021758,Ddx4,1,349,E,Essential
ENSMUSG00000021759,Ppap2a,1,349,NE,Nonessential
ENSMUSG00000021764,Ndufs4,1,349,E,Essential
ENSMUSG00000021765,Fst,1,349,E,Essential
ENSMUSG00000021767,Myst4,1,349,E,Essential
ENSMUSG00000021775,Nr1d2,1,349,E,Essential
ENSMUSG00000021779,Thrb,1,349,E,Essential
ENSMUSG00000021782,Dlg5,1,349,E,Essential
ENSMUSG00000021785,Ngly1,1,349,E,Essential
ENSMUSG00000021789,Sftpa1,1,349,E,Essential
ENSMUSG00000021795,Sftpd,1,349,NE,Nonessential
ENSMUSG00000021796,Bmpr1a,1,349,E,Essential
ENSMUSG00000021798,Ldb3,1,349,E,Essential
ENSMUSG00000021799,Opn4,1,349,NE,Nonessential
ENSMUSG00000021803,Cdhr1,1,349,NE,Nonessential
ENSMUSG00000021804,Rgr,1,349,NE,Nonessential
ENSMUSG00000021806,Nid2,1,349,NE,Nonessential
ENSMUSG00000021810,Ecd,1,349,E,Essential
ENSMUSG00000021811,Dnajc9,1,349,E,Essential
ENSMUSG00000021814,Anxa7,1,349,E,Essential
ENSMUSG00000021816,Ppp3cb,1,349,NE,Nonessential
ENSMUSG00000021820,Camk2g,1,349,E,Essential
ENSMUSG00000021822,Plau,1,349,E,Essential
ENSMUSG00000021823,Vcl,1,349,E,Essential
ENSMUSG00000021831,Ero1l,1,349,NE,Nonessential
ENSMUSG00000021835,Bmp4,1,349,E,Essential
ENSMUSG00000021838,Samd4,1,349,E,Essential
ENSMUSG00000021843,Ktn1,1,349,NE,Nonessential
ENSMUSG00000021848,Otx2,1,349,E,Essential
ENSMUSG00000021868,Ppif,1,349,NE,Nonessential
ENSMUSG00000021870,Slmap,1,349,NE,Nonessential
ENSMUSG00000021871,Pnp,1,349,E,Essential
ENSMUSG00000021872,Rnase10,1,349,NE,Nonessential
ENSMUSG00000021877,Arf4,1,349,E,Essential
ENSMUSG00000021886,Gpr65,1,349,NE,Nonessential
ENSMUSG00000021890,Eaf1,1,349,E,Essential
ENSMUSG00000021892,Sh3bp5,1,349,NE,Nonessential
ENSMUSG00000021893,Capn7,1,349,E,Essential
ENSMUSG00000021900,Btd,1,349,NE,Nonessential
ENSMUSG00000021901,Bap1,1,349,E,Essential
ENSMUSG00000021904,Sema3g,1,349,NE,Nonessential
ENSMUSG00000021905,Dph3,1,349,E,Essential
ENSMUSG00000021907,Msmb,1,349,NE,Nonessential
ENSMUSG00000021911,Parg,1,349,E,Essential
ENSMUSG00000021916,Glt8d1,1,349,NE,Nonessential
ENSMUSG00000021919,Chat,1,349,E,Essential
ENSMUSG00000021922,Itih4,1,349,NE,Nonessential
ENSMUSG00000021929,Kpna3,1,349,NE,Nonessential
ENSMUSG00000021932,Rnaseh2b,1,349,E,Essential
ENSMUSG00000021936,Mapk8,1,349,NE,Nonessential
ENSMUSG00000021939,Ctsb,1,349,NE,Nonessential
ENSMUSG00000021943,Gdf10,1,349,NE,Nonessential
ENSMUSG00000021944,Gata4,1,349,E,Essential
ENSMUSG00000021945,Zmym2,1,349,E,Essential
ENSMUSG00000021948,Prkcd,1,349,E,Essential
ENSMUSG00000021951,N6amt2,1,349,NE,Nonessential
ENSMUSG00000021957,Tkt,1,349,E,Essential
ENSMUSG00000021958,Pinx1,1,349,E,Essential
ENSMUSG00000021959,Lats2,1,349,E,Essential
ENSMUSG00000021972,Hmbox1,1,349,NE,Nonessential
ENSMUSG00000021974,Fgf9,1,349,E,Essential
ENSMUSG00000021978,Extl3,1,349,E,Essential
ENSMUSG00000021981,Cab39l,1,349,NE,Nonessential
ENSMUSG00000021983,Atp8a2,1,349,E,Essential
ENSMUSG00000021991,Cacna2d3,1,349,NE,Nonessential
ENSMUSG00000021994,Wnt5a,1,349,E,Essential
ENSMUSG00000021998,Lcp1,1,349,NE,Nonessential
ENSMUSG00000021999,Cpb2,1,349,E,Essential
ENSMUSG00000022003,Slc25a30,1,349,NE,Nonessential
ENSMUSG00000022010,Tsc22d1,1,349,NE,Nonessential
ENSMUSG00000022013,Dnajc15,1,349,NE,Nonessential
ENSMUSG00000022015,Tnfsf11,1,349,E,Essential
ENSMUSG00000022018,1190002H23Rik,1,349,E,Essential
ENSMUSG00000022019,Tdrd3,1,349,NE,Nonessential
ENSMUSG00000022021,Diap3,1,349,E,Essential
ENSMUSG00000022022,Mtrf1,1,349,NE,Nonessential
ENSMUSG00000022024,Sugt1,1,349,E,Essential
ENSMUSG00000022025,Lect1,1,349,NE,Nonessential
ENSMUSG00000022026,Olfm4,1,349,NE,Nonessential
ENSMUSG00000022032,Scara5,1,349,NE,Nonessential
ENSMUSG00000022033,Pbk,1,349,NE,Nonessential
ENSMUSG00000022034,Esco2,1,349,E,Essential
ENSMUSG00000022037,Clu,1,349,NE,Nonessential
ENSMUSG00000022039,Adam2,1,349,NE,Nonessential
ENSMUSG00000022040,Ephx2,1,349,NE,Nonessential
ENSMUSG00000022041,Chrna2,1,349,NE,Nonessential
ENSMUSG00000022048,Dpysl2,1,349,NE,Nonessential
ENSMUSG00000022051,Bnip3l,1,349,NE,Nonessential
ENSMUSG00000022053,Ebf2,1,349,E,Essential
ENSMUSG00000022054,Nefm,1,349,NE,Nonessential
ENSMUSG00000022055,Nefl,1,349,NE,Nonessential
ENSMUSG00000022061,Nkx3-1,1,349,NE,Nonessential
ENSMUSG00000022064,Pibf1,1,349,E,Essential
ENSMUSG00000022074,Tnfrsf10b,1,349,NE,Nonessential
ENSMUSG00000022076,Klhl1,1,349,NE,Nonessential
ENSMUSG00000022089,Bin3,1,349,NE,Nonessential
ENSMUSG00000022090,Pdlim2,1,349,NE,Nonessential
ENSMUSG00000022091,Sorbs3,1,349,NE,Nonessential
ENSMUSG00000022094,Slc39a14,1,349,NE,Nonessential
ENSMUSG00000022096,Hr,1,349,E,Essential
ENSMUSG00000022097,Sftpc,1,349,NE,Nonessential
ENSMUSG00000022098,Bmp1,1,349,E,Essential
ENSMUSG00000022099,Epb4.9,1,349,NE,Nonessential
ENSMUSG00000022101,Fgf17,1,349,NE,Nonessential
ENSMUSG00000022102,Dok2,1,349,NE,Nonessential
ENSMUSG00000022103,Gfra2,1,349,NE,Nonessential
ENSMUSG00000022105,Rb1,1,349,E,Essential
ENSMUSG00000022108,Itm2b,1,349,NE,Nonessential
ENSMUSG00000022110,Sucla2,1,349,E,Essential
ENSMUSG00000022111,Uchl3,1,349,NE,Nonessential
ENSMUSG00000022112,Gpc5,1,349,NE,Nonessential
ENSMUSG00000022114,Spry2,1,349,E,Essential
ENSMUSG00000022122,Ednrb,1,349,E,Essential
ENSMUSG00000022123,Scel,1,349,NE,Nonessential
ENSMUSG00000022124,Fbxl3,1,349,NE,Nonessential
ENSMUSG00000022125,Cln5,1,349,NE,Nonessential
ENSMUSG00000022129,Dct,1,349,NE,Nonessential
ENSMUSG00000022131,Gpr180,1,349,NE,Nonessential
ENSMUSG00000022136,Dnajc3,1,349,E,Essential
ENSMUSG00000022139,Mbnl2,1,349,E,Essential
ENSMUSG00000022141,Nipbl,1,349,E,Essential
ENSMUSG00000022142,Nup155,1,349,E,Essential
ENSMUSG00000022144,Gdnf,1,349,E,Essential
ENSMUSG00000022146,Osmr,1,349,NE,Nonessential
ENSMUSG00000022148,Fyb,1,349,NE,Nonessential
ENSMUSG00000022149,C9,1,349,NE,Nonessential
ENSMUSG00000022150,Dab2,1,349,E,Essential
ENSMUSG00000022157,Mcpt8,1,349,NE,Nonessential
ENSMUSG00000022174,Dad1,1,349,E,Essential
ENSMUSG00000022178,Jub,1,349,NE,Nonessential
ENSMUSG00000022180,Slc7a8,1,349,NE,Nonessential
ENSMUSG00000022181,C6,1,349,NE,Nonessential
ENSMUSG00000022184,Fbxo4,1,349,E,Essential
ENSMUSG00000022186,Oxct1,1,349,E,Essential
ENSMUSG00000022191,Rnasen,1,349,E,Essential
ENSMUSG00000022201,Zfr,1,349,E,Essential
ENSMUSG00000022203,Efs,1,349,NE,Nonessential
ENSMUSG00000022206,Npr3,1,349,E,Essential
ENSMUSG00000022209,Dhrs2,1,349,NE,Nonessential
ENSMUSG00000022210,Dhrs4,1,349,NE,Nonessential
ENSMUSG00000022214,Dcaf11,1,349,NE,Nonessential
ENSMUSG00000022216,Psme1,1,349,NE,Nonessential
ENSMUSG00000022218,Tgm1,1,349,E,Essential
ENSMUSG00000022219,Cideb,1,349,NE,Nonessential
ENSMUSG00000022220,Adcy4,1,349,NE,Nonessential
ENSMUSG00000022221,Ripk3,1,349,E,Essential
ENSMUSG00000022225,Cma1,1,349,NE,Nonessential
ENSMUSG00000022227,Mcpt1,1,349,NE,Nonessential
ENSMUSG00000022229,Atp12a,1,349,NE,Nonessential
ENSMUSG00000022231,Sema5a,1,349,E,Essential
ENSMUSG00000022236,Ropn1l,1,349,NE,Nonessential
ENSMUSG00000022240,Ctnnd2,1,349,NE,Nonessential
ENSMUSG00000022243,Slc45a2,1,349,E,Essential
ENSMUSG00000022244,Amacr,1,349,NE,Nonessential
ENSMUSG00000022248,Rad1,1,349,E,Essential
ENSMUSG00000022253,1110020G09Rik,1,349,E,Essential
ENSMUSG00000022255,Mtdh,1,349,NE,Nonessential
ENSMUSG00000022261,Sdc2,1,349,NE,Nonessential
ENSMUSG00000022262,Dnahc5,1,349,E,Essential
ENSMUSG00000022263,Trio,1,349,E,Essential
ENSMUSG00000022265,Ank,1,349,E,Essential
ENSMUSG00000022270,Fam134b,1,349,NE,Nonessential
ENSMUSG00000022272,Myo10,1,349,NE,Nonessential
ENSMUSG00000022285,Ywhaz,1,349,E,Essential
ENSMUSG00000022286,Grhl2,1,349,E,Essential
ENSMUSG00000022292,Rrm2b,1,349,E,Essential
ENSMUSG00000022297,Fzd6,1,349,NE,Nonessential
ENSMUSG00000022303,Tm7sf4,1,349,NE,Nonessential
ENSMUSG00000022306,Zfpm2,1,349,E,Essential
ENSMUSG00000022307,Oxr1,1,349,NE,Nonessential
ENSMUSG00000022309,Angpt1,1,349,E,Essential
ENSMUSG00000022312,Eif3h,1,349,E,Essential
ENSMUSG00000022314,Rad21,1,349,E,Essential
ENSMUSG00000022315,Slc30a8,1,349,NE,Nonessential
ENSMUSG00000022322,Shcbp1,1,349,NE,Nonessential
ENSMUSG00000022324,Matn2,1,349,NE,Nonessential
ENSMUSG00000022329,Stk3,1,349,NE,Nonessential
ENSMUSG00000022330,Osr2,1,349,E,Essential
ENSMUSG00000022332,Khdrbs3,1,349,NE,Nonessential
ENSMUSG00000022335,Zfat,1,349,E,Essential
ENSMUSG00000022339,Ebag9,1,349,NE,Nonessential
ENSMUSG00000022342,Kcnv1,1,349,NE,Nonessential
ENSMUSG00000022346,Myc,1,349,E,Essential
ENSMUSG00000022351,Sqle,1,349,E,Essential
ENSMUSG00000022353,Mtss1,1,349,E,Essential
ENSMUSG00000022358,Fbxo32,1,349,NE,Nonessential
ENSMUSG00000022359,Wdyhv1,1,349,NE,Nonessential
ENSMUSG00000022365,Derl1,1,349,E,Essential
ENSMUSG00000022367,Has2,1,349,E,Essential
ENSMUSG00000022369,Mtbp,1,349,E,Essential
ENSMUSG00000022371,Col14a1,1,349,NE,Nonessential
ENSMUSG00000022372,Sla,1,349,NE,Nonessential
ENSMUSG00000022376,Adcy8,1,349,NE,Nonessential
ENSMUSG00000022378,Fam49b,1,349,E,Essential
ENSMUSG00000022382,Wnt7b,1,349,E,Essential
ENSMUSG00000022383,Ppara,1,349,NE,Nonessential
ENSMUSG00000022387,Brd1,1,349,E,Essential
ENSMUSG00000022389,Tef,1,349,NE,Nonessential
ENSMUSG00000022391,Rangap1,1,349,E,Essential
ENSMUSG00000022394,L3mbtl2,1,349,E,Essential
ENSMUSG00000022400,Rbx1,1,349,E,Essential
ENSMUSG00000022407,Adsl,1,349,E,Essential
ENSMUSG00000022414,Tab1,1,349,E,Essential
ENSMUSG00000022415,Syngr1,1,349,NE,Nonessential
ENSMUSG00000022416,Cacna1i,1,349,NE,Nonessential
ENSMUSG00000022420,Dnalc4,1,349,E,Essential
ENSMUSG00000022421,Nptxr,1,349,NE,Nonessential
ENSMUSG00000022422,Dscc1,1,349,E,Essential
ENSMUSG00000022425,Enpp2,1,349,E,Essential
ENSMUSG00000022428,Cby1,1,349,E,Essential
ENSMUSG00000022429,Dmc1,1,349,E,Essential
ENSMUSG00000022432,Smc1b,1,349,E,Essential
ENSMUSG00000022433,Csnk1e,1,349,NE,Nonessential
ENSMUSG00000022435,Upk3a,1,349,NE,Nonessential
ENSMUSG00000022438,Parvb,1,349,NE,Nonessential
ENSMUSG00000022439,Parvg,1,349,NE,Nonessential
